timestamp,hour,day_of_week,is_weekend,week_of_month,season,cell_type,cell_capacity_mb,traffic_load_mb,user_activity,network_utilization_pct,throughput_mbps,latency_ms,packet_loss_pct,sinr_db,congestion_flag,traditional_resource_allocation_mb,optimal_resource_allocation_mb
2024-01-12 04:00:00,4,4,0,1,0,urban_high_density,428.42,210.93,94.68,49.24,93.88,37.83,0.01,21.93,0,297.98,171.01
2024-01-12 04:15:00,4,4,0,1,0,urban_high_density,353.24,289.22,319.23,81.88,44.62,97.41,1.04,6.78,0,231.49,243.8
2024-01-12 04:30:00,4,4,0,1,0,urban_high_density,474.34,329.33,295.09,69.43,80.43,77.76,0.21,14.53,0,355.06,266.18
2024-01-12 04:45:00,4,4,0,1,0,urban_high_density,431.28,121.21,84.59,28.1,122.6,24.27,0.07,25.15,0,321.32,86.26
2024-01-12 05:00:00,5,4,0,1,0,urban_high_density,446.41,220.29,84.87,49.35,93.05,37.91,0.07,16.76,0,312.25,161.91
2024-01-12 05:15:00,5,4,0,1,0,urban_high_density,399.8,268.95,176.6,67.27,91.28,75.53,0.29,17.94,0,276.15,205.46
2024-01-12 05:30:00,5,4,0,1,0,urban_high_density,372.03,172.01,192.28,46.24,97.23,46.82,0.1,17.58,0,270.38,137.42
2024-01-12 05:45:00,5,4,0,1,0,urban_high_density,488.21,170.97,228.54,35.02,117.08,32.89,0.07,26.81,0,328.91,149.57
2024-01-12 06:00:00,6,4,0,1,0,urban_high_density,461.28,501.45,306.26,108.71,31.16,200.0,3.43,5.61,1,311.8,461.28
2024-01-12 06:15:00,6,4,0,1,0,urban_high_density,484.38,508.91,358.79,105.06,33.15,200.0,4.51,9.24,1,328.72,484.38
2024-01-12 06:30:00,6,4,0,1,0,urban_high_density,438.66,470.52,539.72,107.26,28.15,200.0,3.54,8.02,1,313.65,438.66
2024-01-12 06:45:00,6,4,0,1,0,urban_high_density,473.24,479.5,221.26,101.32,32.05,200.0,2.58,9.38,1,310.62,473.24
2024-01-12 07:00:00,7,4,0,1,0,urban_high_density,355.86,386.87,247.18,108.72,26.56,200.0,4.59,9.48,1,250.73,355.86
2024-01-12 07:15:00,7,4,0,1,0,urban_high_density,412.36,450.11,557.24,109.15,28.82,200.0,4.0,5.75,1,288.65,412.36
2024-01-12 07:30:00,7,4,0,1,0,urban_high_density,466.64,470.38,346.65,100.8,17.03,200.0,3.88,10.06,1,345.5,466.64
2024-01-12 07:45:00,7,4,0,1,0,urban_high_density,481.46,513.47,362.81,106.65,18.13,200.0,1.6,2.14,1,350.25,481.46
2024-01-12 08:00:00,8,4,0,1,0,urban_high_density,456.52,486.01,544.79,106.46,22.9,200.0,2.87,4.09,1,325.19,456.52
2024-01-12 08:15:00,8,4,0,1,0,urban_high_density,361.84,403.79,409.54,111.59,20.05,200.0,4.91,2.87,1,249.86,361.84
2024-01-12 08:30:00,8,4,0,1,0,urban_high_density,370.78,377.66,358.26,101.86,32.63,200.0,2.34,7.92,1,247.63,370.78
2024-01-12 08:45:00,8,4,0,1,0,urban_high_density,410.52,450.95,273.23,109.85,18.31,200.0,3.56,13.27,1,277.89,410.52
2024-01-12 09:00:00,9,4,0,1,0,urban_high_density,452.17,498.66,368.88,110.28,23.39,200.0,3.43,6.04,1,307.09,452.17
2024-01-12 09:15:00,9,4,0,1,0,urban_high_density,401.61,446.86,263.58,111.27,18.35,200.0,4.14,4.03,1,277.92,401.61
2024-01-12 09:30:00,9,4,0,1,0,urban_high_density,439.54,444.11,441.41,101.04,21.21,187.23,4.62,13.97,1,293.87,439.54
2024-01-12 09:45:00,9,4,0,1,0,urban_high_density,362.41,387.14,400.63,106.82,13.34,200.0,3.3,5.84,1,253.33,362.41
2024-01-12 10:00:00,10,4,0,1,0,urban_high_density,362.97,371.45,212.35,102.34,17.72,200.0,3.93,15.05,1,251.58,362.97
2024-01-12 10:15:00,10,4,0,1,0,urban_high_density,499.74,544.58,267.25,108.97,16.13,200.0,3.34,6.25,1,364.73,499.74
2024-01-12 10:30:00,10,4,0,1,0,urban_high_density,392.69,431.12,331.86,109.79,16.95,200.0,1.96,3.84,1,278.37,392.69
2024-01-12 10:45:00,10,4,0,1,0,urban_high_density,386.64,441.83,222.19,114.27,19.77,200.0,3.9,6.61,1,260.7,386.64
2024-01-12 11:00:00,11,4,0,1,0,urban_high_density,417.31,456.7,320.18,109.44,18.21,200.0,3.59,7.12,1,299.37,417.31
2024-01-12 11:15:00,11,4,0,1,0,urban_high_density,454.38,472.14,356.5,103.91,24.54,200.0,2.93,8.72,1,298.34,454.38
2024-01-12 11:30:00,11,4,0,1,0,urban_high_density,457.76,489.8,341.24,107.0,25.92,200.0,3.44,6.25,1,318.8,457.76
2024-01-12 11:45:00,11,4,0,1,0,urban_high_density,419.94,349.78,348.23,83.29,55.21,89.98,0.55,11.98,0,302.37,253.7
2024-01-12 12:00:00,12,4,0,1,0,urban_high_density,465.15,500.02,390.52,107.5,24.48,200.0,3.09,9.5,1,319.73,465.15
2024-01-12 12:15:00,12,4,0,1,0,urban_high_density,484.8,496.3,225.59,102.37,24.75,200.0,4.91,10.47,1,330.4,484.8
2024-01-12 12:30:00,12,4,0,1,0,urban_high_density,484.54,511.1,558.33,105.48,32.37,200.0,3.68,9.6,1,340.08,484.54
2024-01-12 12:45:00,12,4,0,1,0,urban_high_density,391.3,395.54,425.7,101.08,27.54,200.0,2.21,7.94,1,285.98,391.3
2024-01-12 13:00:00,13,4,0,1,0,urban_high_density,479.34,415.38,432.27,86.66,54.64,104.03,4.99,11.75,0,335.13,307.05
2024-01-12 13:15:00,13,4,0,1,0,urban_high_density,431.16,483.26,396.11,112.08,21.81,200.0,3.87,10.14,1,294.26,431.16
2024-01-12 13:30:00,13,4,0,1,0,urban_high_density,474.0,501.57,245.16,105.82,31.11,200.0,1.65,4.62,1,348.82,474.0
2024-01-12 13:45:00,13,4,0,1,0,urban_high_density,359.69,405.15,483.93,112.64,30.94,200.0,3.67,11.54,1,253.43,359.69
2024-01-12 14:00:00,14,4,0,1,0,urban_high_density,455.75,480.79,378.87,105.5,15.25,200.0,4.12,12.28,1,320.38,455.75
2024-01-12 14:15:00,14,4,0,1,0,urban_high_density,373.26,414.96,265.39,111.17,20.38,200.0,4.25,5.68,1,269.0,373.26
2024-01-12 14:30:00,14,4,0,1,0,urban_high_density,429.6,443.66,499.49,103.27,28.88,200.0,3.58,12.07,1,310.75,429.6
2024-01-12 14:45:00,14,4,0,1,0,urban_high_density,385.82,432.81,304.29,112.18,26.99,200.0,3.12,8.45,1,257.07,385.82
2024-01-12 15:00:00,15,4,0,1,0,urban_high_density,428.29,460.55,390.19,107.53,20.91,200.0,2.46,12.94,1,282.09,428.29
2024-01-12 15:15:00,15,4,0,1,0,urban_high_density,398.29,450.18,181.1,113.03,20.3,200.0,4.63,7.06,1,271.92,398.29
2024-01-12 15:30:00,15,4,0,1,0,urban_high_density,413.87,444.46,501.5,107.39,29.78,200.0,2.15,12.44,1,276.15,413.87
2024-01-12 15:45:00,15,4,0,1,0,urban_high_density,422.31,436.91,297.48,103.46,28.55,200.0,2.62,10.42,1,284.71,422.31
2024-01-12 16:00:00,16,4,0,1,0,urban_high_density,398.97,405.71,393.44,101.69,19.88,200.0,4.13,6.59,1,261.14,398.97
2024-01-12 16:15:00,16,4,0,1,0,urban_high_density,359.3,408.36,184.74,113.65,24.87,200.0,4.21,12.96,1,254.14,359.3
2024-01-12 16:30:00,16,4,0,1,0,urban_high_density,487.98,499.18,417.18,102.29,29.29,200.0,2.95,9.75,1,337.43,487.98
2024-01-12 16:45:00,16,4,0,1,0,urban_high_density,386.18,390.07,340.38,101.01,30.92,200.0,3.59,6.17,1,273.3,386.18
2024-01-12 17:00:00,17,4,0,1,0,urban_high_density,492.09,446.13,202.79,90.66,40.06,118.79,4.41,17.58,0,342.41,395.53
2024-01-12 17:15:00,17,4,0,1,0,urban_high_density,435.04,458.36,466.59,105.36,22.94,200.0,1.67,7.85,1,311.85,435.04
2024-01-12 17:30:00,17,4,0,1,0,urban_high_density,474.78,413.79,262.65,87.15,57.25,99.62,3.6,15.65,0,341.27,343.61
2024-01-12 17:45:00,17,4,0,1,0,urban_high_density,361.68,372.01,264.12,102.85,24.32,200.0,2.45,10.59,1,263.41,361.68
2024-01-12 18:00:00,18,4,0,1,0,urban_high_density,418.14,426.36,444.08,101.97,14.97,200.0,4.9,4.84,1,299.78,418.14
2024-01-12 18:15:00,18,4,0,1,0,urban_high_density,379.06,413.64,363.03,109.12,32.49,200.0,2.87,7.64,1,282.52,379.06
2024-01-12 18:30:00,18,4,0,1,0,urban_high_density,423.13,435.32,285.02,102.88,15.85,200.0,3.04,11.07,1,290.54,423.13
2024-01-12 18:45:00,18,4,0,1,0,urban_high_density,443.27,447.93,385.42,101.05,29.8,192.93,4.23,6.8,1,323.27,443.27
2024-01-12 19:00:00,19,4,0,1,0,urban_high_density,440.84,466.07,485.9,105.72,28.12,193.77,3.28,9.05,1,328.34,440.84
2024-01-12 19:15:00,19,4,0,1,0,urban_high_density,428.34,451.09,330.66,105.31,25.12,200.0,1.6,6.23,1,292.81,428.34
2024-01-12 19:30:00,19,4,0,1,0,urban_high_density,384.53,432.67,417.11,112.52,29.16,200.0,3.39,6.04,1,255.97,384.53
2024-01-12 19:45:00,19,4,0,1,0,urban_high_density,448.23,462.71,376.05,103.23,24.27,200.0,3.95,10.76,1,291.51,448.23
2024-01-12 20:00:00,20,4,0,1,0,urban_high_density,369.29,385.11,198.13,104.29,34.65,200.0,2.75,7.45,1,264.08,369.29
2024-01-12 20:15:00,20,4,0,1,0,urban_high_density,463.72,483.32,320.0,104.23,22.29,200.0,3.61,9.91,1,317.66,463.72
2024-01-12 20:30:00,20,4,0,1,0,urban_high_density,489.49,562.16,265.19,114.85,24.69,200.0,2.96,6.13,1,336.53,489.49
2024-01-12 20:45:00,20,4,0,1,0,urban_high_density,414.79,465.91,380.61,112.33,16.84,200.0,1.66,7.4,1,293.46,414.79
2024-01-12 21:00:00,21,4,0,1,0,urban_high_density,401.39,426.49,454.67,106.25,24.03,200.0,2.99,9.18,1,289.37,401.39
2024-01-12 21:15:00,21,4,0,1,0,urban_high_density,455.96,490.25,452.29,107.52,29.28,200.0,3.42,3.44,1,333.23,455.96
2024-01-12 21:30:00,21,4,0,1,0,urban_high_density,489.0,551.0,456.98,112.68,26.0,200.0,2.44,10.31,1,320.45,489.0
2024-01-12 21:45:00,21,4,0,1,0,urban_high_density,382.67,435.59,475.11,113.83,24.62,200.0,3.05,8.3,1,269.55,382.67
2024-01-12 22:00:00,22,4,0,1,0,urban_high_density,428.54,357.64,386.03,83.46,53.03,93.64,0.55,17.34,0,283.52,264.67
2024-01-12 22:15:00,22,4,0,1,0,urban_high_density,437.9,443.67,508.21,101.32,23.07,200.0,1.8,11.82,1,294.69,437.9
2024-01-12 22:30:00,22,4,0,1,0,urban_high_density,360.28,375.93,275.08,104.35,24.97,200.0,2.15,7.15,1,259.85,360.28
2024-01-12 22:45:00,22,4,0,1,0,urban_high_density,376.84,400.01,225.44,106.15,28.84,200.0,4.95,10.43,1,249.65,376.84
2024-01-12 23:00:00,23,4,0,1,0,urban_high_density,490.51,539.35,223.52,109.96,18.75,200.0,4.22,5.6,1,319.94,490.51
2024-01-12 23:15:00,23,4,0,1,0,urban_high_density,356.73,393.31,190.14,110.25,25.52,200.0,2.6,10.18,1,243.99,356.73
2024-01-12 23:30:00,23,4,0,1,0,urban_high_density,456.82,502.92,412.48,110.09,24.69,200.0,4.6,4.36,1,307.15,456.82
2024-01-12 23:45:00,23,4,0,1,0,urban_high_density,479.06,528.03,241.11,110.22,19.15,200.0,3.96,7.87,1,344.41,479.06
2024-01-13 00:00:00,0,5,1,1,0,urban_high_density,352.48,291.99,264.35,82.84,51.68,93.99,0.97,16.51,0,263.6,229.94
2024-01-13 00:15:00,0,5,1,1,0,urban_high_density,440.59,258.04,311.5,58.57,97.92,51.09,0.24,19.12,0,303.62,230.76
2024-01-13 00:30:00,0,5,1,1,0,urban_high_density,480.17,185.63,195.67,38.66,101.79,40.45,0.02,24.82,0,343.08,143.84
2024-01-13 00:45:00,0,5,1,1,0,urban_high_density,370.79,265.59,206.94,71.63,68.91,87.61,0.9,13.53,0,254.98,190.04
2024-01-13 01:00:00,1,5,1,1,0,urban_high_density,439.1,212.26,75.77,48.34,93.25,30.72,0.05,14.34,0,309.29,160.26
2024-01-13 01:15:00,1,5,1,1,0,urban_high_density,474.53,413.5,470.54,87.14,52.47,110.55,4.67,13.45,0,324.06,323.1
2024-01-13 01:30:00,1,5,1,1,0,urban_high_density,463.53,451.47,289.16,97.4,24.08,129.02,2.92,10.08,0,335.77,325.9
2024-01-13 01:45:00,1,5,1,1,0,urban_high_density,476.3,282.35,299.62,59.28,98.7,60.38,0.28,18.15,0,333.65,224.29
2024-01-13 02:00:00,2,5,1,1,0,urban_high_density,400.23,246.11,211.43,61.49,91.68,62.35,0.17,15.51,0,299.48,187.62
2024-01-13 02:15:00,2,5,1,1,0,urban_high_density,484.3,285.85,165.98,59.02,95.06,47.85,0.4,21.99,0,319.01,226.95
2024-01-13 02:30:00,2,5,1,1,0,urban_high_density,404.04,331.13,147.27,81.95,67.16,93.64,0.56,15.16,0,300.49,291.0
2024-01-13 02:45:00,2,5,1,1,0,urban_high_density,453.33,244.35,245.38,53.9,100.14,57.08,0.46,16.14,0,321.99,196.71
2024-01-13 03:00:00,3,5,1,1,0,urban_high_density,350.48,199.15,256.39,56.82,87.85,51.97,0.22,14.26,0,251.98,158.48
2024-01-13 03:15:00,3,5,1,1,0,urban_high_density,488.76,212.89,138.52,43.56,113.73,32.93,0.03,23.29,0,337.52,163.26
2024-01-13 03:30:00,3,5,1,1,0,urban_high_density,464.07,392.97,204.4,84.68,47.67,101.61,0.88,4.26,0,346.63,347.28
2024-01-13 03:45:00,3,5,1,1,0,urban_high_density,482.33,387.45,452.87,80.33,62.7,88.75,0.82,14.26,0,342.25,272.27
2024-01-13 04:00:00,4,5,1,1,0,urban_high_density,489.84,285.72,239.02,58.33,96.46,54.93,0.37,15.9,0,338.03,247.59
2024-01-13 04:15:00,4,5,1,1,0,urban_high_density,472.13,175.61,128.09,37.2,115.3,27.43,0.1,28.33,0,312.18,147.85
2024-01-13 04:30:00,4,5,1,1,0,urban_high_density,460.51,226.89,164.6,49.27,101.63,48.01,0.09,18.72,0,314.18,200.66
2024-01-13 04:45:00,4,5,1,1,0,urban_high_density,357.27,279.61,253.37,78.26,48.01,94.05,1.17,15.84,0,259.12,241.42
2024-01-13 05:00:00,5,5,1,1,0,urban_high_density,460.3,237.81,313.32,51.66,98.33,48.85,0.16,19.7,0,314.56,207.12
2024-01-13 05:15:00,5,5,1,1,0,urban_high_density,488.96,309.56,255.34,63.31,82.53,59.07,0.2,16.56,0,361.83,234.41
2024-01-13 05:30:00,5,5,1,1,0,urban_high_density,488.04,524.12,514.17,107.39,13.02,200.0,3.0,8.2,1,332.53,488.04
2024-01-13 05:45:00,5,5,1,1,0,urban_high_density,468.34,274.16,99.76,58.54,99.79,60.75,0.48,13.91,0,336.51,198.72
2024-01-13 06:00:00,6,5,1,1,0,urban_high_density,401.16,436.58,289.92,108.83,28.96,200.0,2.17,3.9,1,261.35,401.16
2024-01-13 06:15:00,6,5,1,1,0,urban_high_density,464.48,534.14,571.74,115.0,28.6,200.0,3.13,5.74,1,312.04,464.48
2024-01-13 06:30:00,6,5,1,1,0,urban_high_density,436.37,467.16,252.08,107.06,26.64,200.0,3.64,7.42,1,298.99,436.37
2024-01-13 06:45:00,6,5,1,1,0,urban_high_density,356.32,391.33,188.18,109.82,27.11,200.0,4.55,9.69,1,234.19,356.32
2024-01-13 07:00:00,7,5,1,1,0,urban_high_density,419.89,420.52,430.52,100.15,25.69,200.0,3.54,10.8,1,275.38,419.89
2024-01-13 07:15:00,7,5,1,1,0,urban_high_density,374.27,378.41,148.6,101.1,28.51,192.1,4.29,15.1,1,252.05,374.27
2024-01-13 07:30:00,7,5,1,1,0,urban_high_density,474.87,521.02,496.77,109.72,18.32,200.0,1.78,8.74,1,309.64,474.87
2024-01-13 07:45:00,7,5,1,1,0,urban_high_density,440.53,458.44,445.83,104.07,29.85,200.0,1.62,13.28,1,317.18,440.53
2024-01-13 08:00:00,8,5,1,1,0,urban_high_density,359.78,371.42,369.19,103.23,27.48,197.78,4.04,9.61,1,240.01,359.78
2024-01-13 08:15:00,8,5,1,1,0,urban_high_density,411.83,429.73,277.62,104.35,13.29,200.0,3.47,10.42,1,282.53,411.83
2024-01-13 08:30:00,8,5,1,1,0,urban_high_density,471.31,512.62,297.8,108.77,20.25,200.0,3.54,10.96,1,307.68,471.31
2024-01-13 08:45:00,8,5,1,1,0,urban_high_density,441.58,499.32,333.9,113.08,25.62,200.0,3.77,9.18,1,292.76,441.58
2024-01-13 09:00:00,9,5,1,1,0,urban_high_density,415.66,416.32,248.5,100.16,24.02,182.38,4.82,8.72,1,284.82,415.66
2024-01-13 09:15:00,9,5,1,1,0,urban_high_density,468.34,474.83,327.94,101.39,29.55,191.55,3.95,9.17,1,345.49,468.34
2024-01-13 09:30:00,9,5,1,1,0,urban_high_density,363.18,395.34,344.37,108.86,22.65,200.0,3.99,11.49,1,243.63,363.18
2024-01-13 09:45:00,9,5,1,1,0,urban_high_density,394.35,409.55,462.54,103.85,16.51,200.0,2.94,5.6,1,272.67,394.35
2024-01-13 10:00:00,10,5,1,1,0,urban_high_density,425.56,433.52,505.19,101.87,34.96,200.0,4.14,7.77,1,302.6,425.56
2024-01-13 10:15:00,10,5,1,1,0,urban_high_density,463.94,531.11,517.0,114.48,26.92,200.0,3.82,9.6,1,312.25,463.94
2024-01-13 10:30:00,10,5,1,1,0,urban_high_density,425.16,465.5,393.73,109.49,27.43,200.0,3.45,9.88,1,318.79,425.16
2024-01-13 10:45:00,10,5,1,1,0,urban_high_density,490.65,455.29,292.03,92.79,28.77,116.42,4.21,6.04,0,335.46,368.59
2024-01-13 11:00:00,11,5,1,1,0,urban_high_density,451.17,494.42,270.89,109.59,28.78,200.0,3.48,1.64,1,327.16,451.17
2024-01-13 11:15:00,11,5,1,1,0,urban_high_density,476.69,479.77,517.47,100.65,21.52,200.0,3.35,15.18,1,344.67,476.69
2024-01-13 11:30:00,11,5,1,1,0,urban_high_density,393.69,412.9,401.12,104.88,29.32,200.0,3.63,10.39,1,263.82,393.69
2024-01-13 11:45:00,11,5,1,1,0,urban_high_density,394.9,447.03,321.41,113.2,14.92,200.0,1.74,10.3,1,264.19,394.9
2024-01-13 12:00:00,12,5,1,1,0,urban_high_density,455.19,504.95,237.79,110.93,28.6,200.0,3.81,9.07,1,329.86,455.19
2024-01-13 12:15:00,12,5,1,1,0,urban_high_density,389.12,414.05,177.61,106.41,30.3,200.0,2.46,8.94,1,262.92,389.12
2024-01-13 12:30:00,12,5,1,1,0,urban_high_density,417.37,420.67,430.69,100.79,23.09,200.0,3.93,10.69,1,311.02,417.37
2024-01-13 12:45:00,12,5,1,1,0,urban_high_density,376.93,377.07,413.03,100.04,29.43,200.0,2.8,9.49,1,276.29,376.93
2024-01-13 13:00:00,13,5,1,1,0,urban_high_density,440.05,445.33,379.84,101.2,29.38,189.69,4.53,8.11,1,326.47,440.05
2024-01-13 13:15:00,13,5,1,1,0,urban_high_density,419.67,427.25,491.94,101.81,34.21,200.0,2.4,15.29,1,287.7,419.67
2024-01-13 13:30:00,13,5,1,1,0,urban_high_density,416.04,426.98,301.71,102.63,20.25,200.0,4.52,8.1,1,279.3,416.04
2024-01-13 13:45:00,13,5,1,1,0,urban_high_density,496.99,503.75,555.26,101.36,28.93,189.04,2.14,9.61,1,355.27,496.99
2024-01-13 14:00:00,14,5,1,1,0,urban_high_density,440.51,445.5,208.06,101.13,36.6,200.0,4.7,7.84,1,303.85,440.51
2024-01-13 14:15:00,14,5,1,1,0,urban_high_density,403.28,415.02,473.12,102.91,23.52,200.0,4.06,12.72,1,298.94,403.28
2024-01-13 14:30:00,14,5,1,1,0,urban_high_density,460.11,399.94,325.68,86.92,45.73,106.78,2.27,11.79,0,329.93,331.7
2024-01-13 14:45:00,14,5,1,1,0,urban_high_density,423.42,445.12,220.15,105.13,24.57,200.0,4.62,12.02,1,298.69,423.42
2024-01-13 15:00:00,15,5,1,1,0,urban_high_density,362.21,362.91,217.67,100.19,20.12,200.0,2.83,12.85,1,262.26,362.21
2024-01-13 15:15:00,15,5,1,1,0,urban_high_density,401.97,423.87,440.72,105.45,22.35,200.0,1.66,10.3,1,277.1,401.97
2024-01-13 15:30:00,15,5,1,1,0,urban_high_density,467.31,490.55,286.59,104.97,29.9,200.0,1.66,10.49,1,346.26,467.31
2024-01-13 15:45:00,15,5,1,1,0,urban_high_density,432.1,438.9,173.5,101.57,22.58,196.12,3.46,9.27,1,292.13,432.1
2024-01-13 16:00:00,16,5,1,1,0,urban_high_density,462.66,489.87,399.47,105.88,23.17,200.0,3.23,7.5,1,336.57,462.66
2024-01-13 16:15:00,16,5,1,1,0,urban_high_density,351.82,352.98,271.24,100.33,31.58,200.0,4.43,7.37,1,232.96,351.82
2024-01-13 16:30:00,16,5,1,1,0,urban_high_density,485.56,516.86,369.4,106.45,29.47,194.58,1.61,12.48,1,326.65,485.56
2024-01-13 16:45:00,16,5,1,1,0,urban_high_density,364.56,408.05,276.6,111.93,18.48,200.0,2.58,9.97,1,245.93,364.56
2024-01-13 17:00:00,17,5,1,1,0,urban_high_density,404.41,434.05,290.35,107.33,23.74,200.0,3.84,8.67,1,297.42,404.41
2024-01-13 17:15:00,17,5,1,1,0,urban_high_density,356.75,404.7,209.31,113.44,21.33,200.0,4.97,14.61,1,264.94,356.75
2024-01-13 17:30:00,17,5,1,1,0,urban_high_density,426.38,432.63,370.56,101.47,22.16,200.0,3.49,10.32,1,283.49,426.38
2024-01-13 17:45:00,17,5,1,1,0,urban_high_density,371.83,381.89,451.99,102.71,32.66,189.7,3.06,6.89,1,249.7,371.83
2024-01-13 18:00:00,18,5,1,1,0,urban_high_density,454.33,471.6,518.42,103.8,16.26,200.0,3.05,10.32,1,337.45,454.33
2024-01-13 18:15:00,18,5,1,1,0,urban_high_density,419.11,475.86,386.97,113.54,24.08,200.0,1.81,9.55,1,281.22,419.11
2024-01-13 18:30:00,18,5,1,1,0,urban_high_density,462.01,462.02,507.76,100.0,32.49,200.0,4.68,6.37,1,339.89,462.01
2024-01-13 18:45:00,18,5,1,1,0,urban_high_density,487.03,518.35,322.01,106.43,33.47,200.0,4.96,11.07,1,346.18,487.03
2024-01-13 19:00:00,19,5,1,1,0,urban_high_density,446.35,485.83,411.02,108.84,16.51,200.0,2.95,4.57,1,319.72,446.35
2024-01-13 19:15:00,19,5,1,1,0,urban_high_density,418.72,419.13,338.45,100.1,30.14,200.0,3.97,12.58,1,305.66,418.72
2024-01-13 19:30:00,19,5,1,1,0,urban_high_density,436.0,467.78,513.53,107.29,20.92,200.0,1.69,13.62,1,318.16,436.0
2024-01-13 19:45:00,19,5,1,1,0,urban_high_density,497.87,541.57,553.6,108.78,24.98,200.0,1.77,7.65,1,331.72,497.87
2024-01-13 20:00:00,20,5,1,1,0,urban_high_density,470.23,500.35,431.94,106.41,19.86,200.0,4.26,7.23,1,339.42,470.23
2024-01-13 20:15:00,20,5,1,1,0,urban_high_density,479.05,511.13,563.76,106.7,25.25,200.0,4.69,6.33,1,341.28,479.05
2024-01-13 20:30:00,20,5,1,1,0,urban_high_density,423.75,461.34,425.74,108.87,25.99,200.0,1.72,14.66,1,278.92,423.75
2024-01-13 20:45:00,20,5,1,1,0,urban_high_density,375.71,430.63,484.7,114.62,25.31,200.0,4.87,9.27,1,247.28,375.71
2024-01-13 21:00:00,21,5,1,1,0,urban_high_density,425.1,438.5,219.11,103.15,28.18,200.0,4.9,5.41,1,283.08,425.1
2024-01-13 21:15:00,21,5,1,1,0,urban_high_density,440.22,451.12,573.75,102.48,25.07,200.0,3.33,14.26,1,291.7,440.22
2024-01-13 21:30:00,21,5,1,1,0,urban_high_density,380.29,393.1,139.33,103.37,26.26,195.72,4.76,3.0,1,280.1,380.29
2024-01-13 21:45:00,21,5,1,1,0,urban_high_density,461.26,509.18,292.33,110.39,17.23,200.0,2.52,8.91,1,317.69,461.26
2024-01-13 22:00:00,22,5,1,1,0,urban_high_density,359.79,374.83,311.11,104.18,19.76,197.81,4.8,11.71,1,260.57,359.79
2024-01-13 22:15:00,22,5,1,1,0,urban_high_density,358.19,377.8,305.53,105.47,19.58,200.0,2.12,9.77,1,265.49,358.19
2024-01-13 22:30:00,22,5,1,1,0,urban_high_density,472.61,530.83,561.91,112.32,19.71,200.0,2.85,8.33,1,309.47,472.61
2024-01-13 22:45:00,22,5,1,1,0,urban_high_density,477.37,516.77,470.4,108.25,21.66,200.0,3.5,10.94,1,354.85,477.37
2024-01-13 23:00:00,23,5,1,1,0,urban_high_density,394.64,423.2,444.42,107.24,31.19,200.0,4.45,5.3,1,271.8,394.64
2024-01-13 23:15:00,23,5,1,1,0,urban_high_density,367.3,413.96,257.93,112.7,29.61,200.0,3.77,6.14,1,240.04,367.3
2024-01-13 23:30:00,23,5,1,1,0,urban_high_density,414.87,441.94,386.66,106.52,20.74,200.0,3.48,8.84,1,296.07,414.87
2024-01-13 23:45:00,23,5,1,1,0,urban_high_density,352.54,393.29,460.76,111.56,23.48,200.0,3.04,10.14,1,229.96,352.54
2024-01-14 00:00:00,0,6,1,2,0,urban_high_density,392.3,398.6,307.74,101.6,24.08,200.0,3.13,7.24,1,284.64,392.3
2024-01-14 00:15:00,0,6,1,2,0,urban_high_density,482.59,391.13,433.3,81.05,48.4,96.44,0.94,12.73,0,357.07,309.63
2024-01-14 00:30:00,0,6,1,2,0,urban_high_density,376.27,204.29,136.06,54.29,96.23,49.33,0.35,14.45,0,244.92,182.89
2024-01-14 00:45:00,0,6,1,2,0,urban_high_density,395.17,274.69,228.09,69.51,89.61,77.52,0.48,21.91,0,277.23,193.59
2024-01-14 01:00:00,1,6,1,2,0,urban_high_density,446.6,143.72,137.98,32.18,111.35,27.49,0.09,25.68,0,302.9,102.14
2024-01-14 01:15:00,1,6,1,2,0,urban_high_density,440.46,320.06,199.99,72.66,68.73,74.15,1.35,18.4,0,304.8,248.64
2024-01-14 01:30:00,1,6,1,2,0,urban_high_density,465.71,419.93,451.95,90.17,38.18,112.14,4.88,15.66,0,303.73,358.51
2024-01-14 01:45:00,1,6,1,2,0,urban_high_density,434.33,379.15,238.6,87.29,50.54,109.29,1.63,9.58,0,299.43,325.73
2024-01-14 02:00:00,2,6,1,2,0,urban_high_density,450.2,444.2,294.12,98.67,32.91,139.58,4.91,9.89,0,324.62,388.02
2024-01-14 02:15:00,2,6,1,2,0,urban_high_density,413.25,269.97,260.1,65.33,82.01,63.78,0.43,11.41,0,283.69,242.05
2024-01-14 02:30:00,2,6,1,2,0,urban_high_density,421.95,428.76,287.68,101.61,24.08,200.0,4.16,10.68,1,304.48,421.95
2024-01-14 02:45:00,2,6,1,2,0,urban_high_density,491.17,365.67,346.01,74.45,60.55,82.93,0.95,16.03,0,363.07,324.74
2024-01-14 03:00:00,3,6,1,2,0,urban_high_density,448.45,326.65,325.53,72.84,48.18,88.67,1.05,16.46,0,311.97,282.12
2024-01-14 03:15:00,3,6,1,2,0,urban_high_density,432.93,269.69,229.24,62.29,85.35,55.8,0.31,13.79,0,311.65,214.33
2024-01-14 03:30:00,3,6,1,2,0,urban_high_density,438.8,378.83,297.26,86.33,47.55,106.5,2.27,11.01,0,328.93,302.29
2024-01-14 03:45:00,3,6,1,2,0,urban_high_density,485.72,443.21,547.32,91.25,30.04,115.01,1.5,7.4,0,350.25,378.88
